-1;"Bei unserem Zukunftsplan im Bereich Umwelt und ..."
1;"Neben den vom Bund gesteuerten Programmen müsse ..."
1;"Wir wollen Rahmenbedingungen für eine fortschri ..."
1;""
1;""
1;""
1;""
1;"Zur Zusatzfrage: Keine kommunale Aufgabe"
1;"Zur Zusatzfrage: Keine kommunale Aufgabe"
#
Partei_kurz:;"FDP"
Partei_lang:;"Freie Demokratische Partei Göttingen ..."
Partei_Beschreibung:;""
Partei_URL:;"http://www.fdp-kreisverband-goettinge ..."
Partei_Bild:;"data/fdp-logo.svg"
-1;" Wir möchten, wirtschaftlich und gesellschaftl ..."
0;"Wir stehen für Technologieoffenheit und Innovat ..."
0;"Jeder Mensch sollte frei wählen können, mit wel ..."
-1;"Derzeit bietet der ÖPNV eine unzureichende Alt ..."
-1;"Wir sind der Überzeugung, dass es sinnvoller i ..."
1;"Freiwillige Anreize um die verursachten Immissi ..."
1;"Flächenversiegelung bzw. Entsiegelung von Fläch ..."
1;"Wir streben eine Umsetzung der Standards der DG ..."
1;"Wir streben eine Umsetzung der Standards der DG ..."
1;"Wir streben eine Umsetzung der Standards der DG ..."
1;"Wir streben eine Umsetzung der Standards der DG ..."
1;"Angemessene Räumlichkeiten und eine angemessene ..."
1;"Angemessene Räumlichkeiten und eine angemessene ..."
#
Partei_kurz:;"Linke"
Partei_lang:;"Die Linke Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://www.die-linke-goettingen.de/  ..."
Partei_Bild:;"data/Linke_Goettingen_Osterode.png"
1;"Es gibt zwei Wege zur schnellen Erreichung von  ..."
1;"Es besteht kein Widerspruch zwischen Arbeitspla ..."
1;"Alle Maßnahmen müssen daran gemessen werden, ob ..."
1;"Wir setzen darauf, dass die notwendigen Geldmen ..."
1;"Wir setzen bei der Windkraft auf kommunale Bete ..."
1;"Viele Maßnahmen in Absprache mit Industrie sind ..."
0;"Zwar wird stets abgewogen, bevor stadtnah Wohnb ..."
1;"Nachhaltige Ernährung ist ein wesentlicher Fakt ..."
1;"Nachhaltige Ernährung ist ein wesentlicher Fakt ..."
1;"Nachhaltige Ernährung ist ein wesentlicher Fakt ..."
1;"Nachhaltige Ernährung ist ein wesentlicher Fakt ..."
1;"Angesichts der klimapolitischen Bedeutung, darf ..."
1;"Angesichts der klimapolitischen Bedeutung, darf ..."
#
Partei_kurz:;"SPD"
Partei_lang:;"Sozialdemokratische Partei Deutschla ..."
Partei_Beschreibung:;""
Partei_URL:;"https://spd-goettingen.de/"
Partei_Bild:;"data/SPD_Goe.png"
-1;"Keine der 5 Möglichkeiten, sondern 65% bis 203 ..."
1;"Wir halten A-D für richtig und machen uns insbe ..."
1;"Für eine wirkungsvolle Verkehrswende und um den ..."
-1;"Der jährliche Zuschussbedarf für den ÖPNV lieg ..."
-1;"Windkraftanlagen sind in Göttingen aus Gründen ..."
1;"Die Stadt sollte Vorbild beim Klimaschutz sein, ..."
-1;"Wir können keine der angebotenen Antworten unt ..."
1;"Aus den Fragen geht nicht hervor, welche Träger ..."
0;"Maßnahmen der vergangenen Legislaturperiode 1.  ..."
0;"Aus den Fragen geht nicht hervor, welche Träger ..."
-1;"Maßnahmen der vergangenen Legislaturperiode 1. ..."
1;"Mit dem Schulbausanierungskonzept wollen wir in ..."
1;"Maßnahmen der vergangenen Legislaturperiode 1.B ..."
#
Partei_kurz:;"Piraten"
Partei_lang:;"Piratenpartei Deutschland Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://www.piratenpartei-goettingen. ..."
Partei_Bild:;"data/Piraten_Goe.png"
1;"Wir müssen endlich aufhören weit entfernte Ziel ..."
1;"Es ist eine dumme Ausrede, wir könnten nichts h ..."
1;"Diese Massnahmen können wir ergreifen und effiz ..."
1;"Es muss alles geprüft werden, das uns dem Ziel  ..."
1;"Nur durch eine grossangelegte Offensive ist zei ..."
1;"Die Industrie darf aus den Bemühungen nicht her ..."
1;"Es gibt viele Möglichkeiten die Flächenversiege ..."
1;""
1;""
1;""
1;""
1;"Zur Zusatzfrage: Um die o.g. Ziele zu erreichen ..."
1;"Zur Zusatzfrage: Um die o.g. Ziele zu erreichen ..."
#
Partei_kurz:;"PARTEI"
Partei_lang:;"Die PARTEI Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://die-partei-goettingen.de/"
Partei_Bild:;"data/PARTEI_Goettingen.png"
1;"Aus rein klimapolitischer Sicht ist muss Antwor ..."
1;"Auch in einer globalisierten Welt können und mü ..."
0;"Ohne einen großflächigen Ausbau des ÖPNV in der ..."
1;"Unsere Verkehrsexpert*innen arbeiten bereits se ..."
1;"Der Kampf gegen den Klimawandel kann von der St ..."
1;""
1;" Maßnahmen der vergangenen Legislaturperiode 1. ..."
1;" Maßnahmen der vergangenen Legislaturperiode 1. ..."
0;" Maßnahmen der vergangenen Legislaturperiode 1. ..."
1;" Maßnahmen der vergangenen Legislaturperiode 1. ..."
1;" Maßnahmen der vergangenen Legislaturperiode 1. ..."
1;"Zur Zusatzfrage: Hier sehen wir mit Blick auf d ..."
1;"Zur Zusatzfrage: Hier sehen wir mit Blick auf d ..."
#
Partei_kurz:;"Volt"
Partei_lang:;"Volt Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://www.voltdeutschland.org/goett ..."
Partei_Bild:;"data/volt_logo.svg"
0;"Laut IPCC müssen 1,5 Grad-kompatible Reduktions ..."
0;"Eine sozial gerechte Transformation ist möglich ..."
1;"Wir wollen, dass der Anteil klimafreundlicher M ..."
-1;"Wie im neuen Klimaplan 2030 vorgesehen setzen  ..."
1;"Gerade in Städten fehlen oft die benötigten Flä ..."
1;"Die Einflussmöglichkeiten der Kommune auf Indus ..."
-1;"Die bestehenden Naherholungs-, und Naturfläche ..."
1;"Essen an Kitas, Schulen und Arbeitsplätzen soll ..."
0;"Essen an Kitas, Schulen und Arbeitsplätzen soll ..."
1;"Essen an Kitas, Schulen und Arbeitsplätzen soll ..."
1;"Essen an Kitas, Schulen und Arbeitsplätzen soll ..."
1;"Gesunde Ernährung als Teil eines nachhaltigen L ..."
1;"Gesunde Ernährung als Teil eines nachhaltigen L ..."
#
