1;"Eine Veröffentlichung der Emissionswerte der Industrie kann ein probates Mittel sein, um Betriebe zu kontrollieren und eine Vergleichbarkeit herzustellen. Wir GRÜNE begrüßen jede Form der Transparenz. Maßnahmen der vergangenen Legislaturperiode 1. Ratsantrag Solar auf allen Dächern in Gewerbegebieten 2. Ratsantrag Klima retten, CO2 bepreisen 3. Resolution zur sofortigen Stilllegung des AKW`s Grohnde Maßnahmen der kommenden Legislaturperiode 1. Teilnahme am Projekt Ökoprofit 2. Dekarbonisierun ..."
1;"Eine Versiegelung in Schutzgebieten lehnen wir GRÜNE Grundsätzlich ab. Wir haben u.a. in der letzten Legislatur weitere Teile des Göttinger Waldes unter Naturschutz gestellt. Wir haben angestoßen, das geplante Industriegebiet am Dragoneranger in den Landschaftsschutz zurückzuholen sowie die die Umsetzung eines Grüngürtels für Göttingen begonnen. Maßnahmen der vergangenen Legislaturperiode 1. Stopp der Planungen Industriegebiets Dragoneranger 2. Ausweitung Schutzgebiete Göttinger Wald 3. Verhi ..."
1;""
1;""
1;""
1;""
0;"Göttingen ist einzige Stadt in Niedersachsen, die als Träger für die Kita/Schulverpflegung zuständig ist. Andere Kommunen arbeiten mit privaten Trägern zur Schulverpflegung zusammen. Dadurch, dass die Stadt Träger ist, sind Standards in Gö hoch. Fair, regional, bio und tägliche vegetarische Angebote müssen Standards bleiben. Besonders zu kritisieren bleibt, dass der Elternpreisanteil für Schulessen jedes Jahr automatisch steigt. Es wäre zu befürchten, dass sich bei sofortiger kostenfreier Mit ..."
1;"Göttingen ist einzige Stadt in Niedersachsen, die als Träger für die Kita/Schulverpflegung zuständig ist. Andere Kommunen arbeiten mit privaten Trägern zur Schulverpflegung zusammen. Dadurch, dass die Stadt Träger ist, sind Standards in Gö hoch. Fair, regional, bio und tägliche vegetarische Angebote müssen Standards bleiben. Besonders zu kritisieren bleibt, dass der Elternpreisanteil für Schulessen jedes Jahr automatisch steigt. ... Maßnahmen der vergangenen Legislaturperiode 1. Aussetzung de ..."
#
Partei_kurz:;"BfnS"
Partei_lang:;"Bündnis für nachhaltige Stadtentwicklung Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://bfns-goettingen.de/ "
Partei_Bild:;"data/bfns-logo-768x154.png"
-1;" Das Bündnis für nachhaltige Stadtentwicklung ist keine Partei, sondern ein Bündnis. Dieses Bündnis hat in der vergangenen Ratsperiode Anträge und Anfragen für den Rat ausgearbeitet, die von dem Piraten-Abgeordneten Francisco Welter-Schultes, der 2021 für das Bündnis BfnS antritt, eingebracht wurden. Wir würden künftig im Rat versuchen, alles was möglich ist, zu tun. Fleißig arbeiten, an den Sitzungen teilnehmen, sich vorbereiten. Maßnahmen der kommenden Legislaturperiode 1. Wir werden gegen ..."
1;" Maßnahmen der vergangenen Legislaturperiode 1. Anträge zu Themen wie Dragoneranger, oder Straßenbahn. 2. Anfragen zu Themen wie Photovoltaik oder Naturschutz. 3. Anfragen zu mikroklimatischen Prozessen beim Bauprojekt Auf der Lieth Maßnahmen der kommenden Legislaturperiode 1. Schnellere energetische Sanierung des Baubestandes und schneller Ausbau von EE. 2. Stopp der Versiegelung und Entsiegelung von Siedlungs- und Verkehrsflächen. 3. Förderung von Ausbildungs, Produktions- und Montagebetrie ..."
1;"Das Wort Modal Split (Punkt C) ist in Göttingen belastet, weil die Verwaltung diesen Begriff im Prinzip missbraucht und mit quasi gefälschten Daten arbeitet. Wir wählen A, denn die bisherigen Pläne wie den Radverkehrsentwicklungsplan sehen wir kritisch, weil sie keine Verkehrswende einleiteten und wenn Teilprojekte überhaupt umgesetzt wurden, diese fast immer nur die autogerechte Stadt förderten. Maßnahmen der vergangenen Legislaturperiode 1. Sehr viele Anträge zu Verkehrsthemen, zu Ampelscha ..."
-1;"Aktuell fahren 95 Stadtbusse, maximal möglich scheinen 120 zu sein. Was drüber hinausgeht, muss mit Schienen-ÖPNV abgewickelt werden. Förderprogramme Europa wären anzuzapfen, Größenordnung 0,5 Mrd EUR. Maßnahmen der vergangenen Legislaturperiode 1. Straßenbahn-Antrag gestellt. 2. Im Klimaplan 2030 Verkehr-Monitoring und Controlling durchgesetzt. 3. Einsatz für die Entfernung von Busbuchten an Haltestellen. Maßnahmen der kommenden Legislaturperiode 1. Zu den Ausschuss-Sitzungen hingehen, sich ..."
1;"E: Nicht wir appellieren an die Bürger, sondern die appellieren an uns, die von ihnen gewählt werden, damit wir für sie arbeiten und ihre Interessen vertreten. Bis 2030 sollen 400 MWp installiert sein. D: Nicht wir als BfnS werden das realisieren, sondern wir werden uns dafür einsetzen, dass die Stadt das tut. A: Wir sind für die Nutzung der Windkraft, allerdings stehen wir kritisch zu Windanlagen in Wäldern. Maßnahmen der vergangenen Legislaturperiode 1. Anfrage zu Agro-PV-Flächen gestellt,  ..."
1;"Der kommunale Handlungsspielraum ist auf diesem Gebiet viel zu gering. Mehr als schöne Worte, Beratungen und Appelle sind kaum möglich. Maßnahmen der kommenden Legislaturperiode 1. Uns dafür einsetzen, dass Prozesswärme genutzt werden kann. 2. Und dafür einsetzen, dass Geothermie mehr genutzt wird. "
1;" Maßnahmen der vergangenen Legislaturperiode 1. Francisco Welter-Schultes hat immer wieder als einziger Ratsabgeordneter gegen flächenverbrauchende Bebauungspläne gestimmt. 2. Antrag, die Tonkuhlen am Ascherberg als NSG auszuweisen und erfolgreicher Einsatz dafür, dass der Ascherberg-Wald am Kiessee nicht gerodet wurde. 3. Antrag, die Asphaltwege im Göttinger Wald zurückzubauen. Maßnahmen der kommenden Legislaturperiode 1. Weiterhin keinem Flächenverbrauch für Neubaugebiete zustimmen. 2. Ausw ..."
1;" Maßnahmen der kommenden Legislaturperiode 1. Unterstützung Einrichtung Schulgärten zum nachhaltigen Umgang mit Lebensmitteln 2. Finanzielle Mittel zum Ein/Errichten von Schulküchen 3. Unterstützung von lokalen Anbietern in Schulmensen "
1;" Maßnahmen der kommenden Legislaturperiode 1. Unterstützung Einrichtung Schulgärten zum nachhaltigen Umgang mit Lebensmitteln 2. Finanzielle Mittel zum Ein/Errichten von Schulküchen 3. Unterstützung von lokalen Anbietern in Schulmensen "
1;" Maßnahmen der kommenden Legislaturperiode 1. Unterstützung Einrichtung Schulgärten zum nachhaltigen Umgang mit Lebensmitteln 2. Finanzielle Mittel zum Ein/Errichten von Schulküchen 3. Unterstützung von lokalen Anbietern in Schulmensen "
1;" Maßnahmen der kommenden Legislaturperiode 1. Unterstützung Einrichtung Schulgärten zum nachhaltigen Umgang mit Lebensmitteln 2. Finanzielle Mittel zum Ein/Errichten von Schulküchen 3. Unterstützung von lokalen Anbietern in Schulmensen "
1;"Wir treten erstmalig an und haben bislang keine Erfahrung im Schulausschuss sammeln können."
1;"Wir treten erstmalig an und haben bislang keine Erfahrung im Schulausschuss sammeln können."
#
Partei_kurz:;"CDU"
Partei_lang:;"Christlich Demokratische Union Deutschlands Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://www.cdu-goettingen.de/"
Partei_Bild:;"data/cdu_goe_300x70.png"
-1;" Wir wollen die bundesweite Planung für das Jahr 2045 durch eine Reihe von Maßnahmen in Göttingen unterbieten. Maßnahmen der vergangenen Legislaturperiode 1. Göttingens wertvolle Naturflächen schützen. Schutz des Göttinger Waldes als Naturschutzgebiet. 2. Nutzung stadteigener Dachflächen für Photovoltaik und Solarthermie. 3. Aktionsplan nachhaltiger Klimaschutz. Maßnahmen der kommenden Legislaturperiode 1. Sanierung von städtischen Gebäuden und Liegenschaften, wo möglich Photovoltaik, Solart ..."
0;"Klimaschutz gibt es nicht zum Nulltarif. Maßnahmen der vergangenen Legislaturperiode 1. Aktionsplan nachhaltiger Klimaschutz 2021 2. Nutzung stadteigener Dachflächen für Photovoltaik und Solarthermie 2020 3. Planungsstand des künftigen Industrie- und Gewerbegebietes Maßnahmen der kommenden Legislaturperiode 1. Investitionen in die Sanierung von städtischen Gebäuden und Liegenschaften 2. Wohnraum-Offensive: Verdichtung im Bestand, Schließung von Baulücken 3. Energiesparprogramm Lebenszyklusbet ..."
0;"Ein zukunftsfähiges Verkehrsmanagement sowie alternative Mobilitätsangebote sind hier Grundbaustein für eine moderne, nachhaltige und nicht ideologische Verkehrspolitik. Maßnahmen der vergangenen Legislaturperiode 1. Planungen für den Albaniplatz. 2. Einsatz für Elekromonbilität im ÖPNV durch Beschaffung entsprechender (hybrid und vollelektro) Busse und Errichtung Infrastrukur 3. Ausbau der Radwegeplanung Maßnahmen der kommenden Legislaturperiode 1. Weiter gut ausgebaute Fahrradwege 2. Ein at ..."
-1;"Mehr ÖPNV heißt Verbesserung der Erreichbarkeit in der Fläche, der Taktung und des Preisangebots. Maßnahmen der vergangenen Legislaturperiode 1. Deutliche Steigerung des städtischen Zuschusses für GöVB. 2. Umstellung auf Elektromobilität. 3. Mitwirkung bei der derzeitigen Netzstruktur. Maßnahmen der kommenden Legislaturperiode 1. Einführung eines Jobtickets für Arbeitnehmerinnen und Arbeitnehmer. Bessere Verknüpfung von Wohngebiet mit Arbeit. 2. Weitere Nutzung von E-Bussen als emissionsarme ..."
-1;"Bei unserem Zukunftsplan im Bereich Umwelt und Klima geht es in erster Linie um geeignete Konzepte der Energieeinsparung und lokalen Energieproduktion. Maßnahmen der vergangenen Legislaturperiode 1. Stärkung der Stadtwerke und der EAM 2. Einsatz für einen größeren Anteil regenerativer Energien Maßnahmen der kommenden Legislaturperiode 1. Bei neu angelegten Industrie-, Gewerbe- und Privatbauten muss eine energiesparende und umweltverträgliche Bauweise gewählt werden. 2. Sanierung von städtisc ..."
1;"Neben den vom Bund gesteuerten Programmen müssen auch wir in Göttingen in den nächsten Jahren weiterhin den Klima-, Umwelt- und Naturschutz auf kommunaler Ebene vorantreiben. Maßnahmen der kommenden Legislaturperiode 1. Der Anteil der regenerativen Energien in dem Bereich muss erhöht werden. 2. Wir brauchen hier eine starke überregionale Kooperation. "
1;"Wir wollen Rahmenbedingungen für eine fortschrittliche, innovationsgetriebene, nachhaltige und moderne Wirtschaft schaffen. Maßnahmen der vergangenen Legislaturperiode 1. Bemühungen um zahlreiche, möglichst stadtnahe Ausgleichsmaßnahmen. Maßnahmen der kommenden Legislaturperiode 1. Da die Gewerbeflächen in den kommenden Jahren knapper werden: Kein reines Wachstum mehr nur in der Fläche. 2. Ein Young-Tech-Campus für innovative Existenzgründerinnen und -gründer, insbesondere für die vier besteh ..."
1;""
1;""
1;""
1;""
1;"Zur Zusatzfrage: Keine kommunale Aufgabe"
1;"Zur Zusatzfrage: Keine kommunale Aufgabe"
#
Partei_kurz:;"FDP"
Partei_lang:;"Freie Demokratische Partei Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"http://www.fdp-kreisverband-goettingen.de/"
Partei_Bild:;"data/fdp-logo.svg"
-1;" Wir möchten, wirtschaftlich und gesellschaftlich verträglich, Klimaneutralität bis 2030 erreichen. Maßnahmen der vergangenen Legislaturperiode 1. Wir tragen den Klimaplan für Göttingen mit und verfolgen in dem Zusammenhang die Smart-City-Strategie. Weiterhin sehen wir in nachhaltiger Beschaffung, Sektorenkopplung und interkommunaler Zusammenarbeit weiteres Potential. 2. Anträge zum Vogelschutz und zum Erhalt von grünen Lungen in der Stadt. 3. Ausweisung des Ascherberg-Waldgebietes am Kiesse ..."
0;"Wir stehen für Technologieoffenheit und Innovation und sind der Meinung, dass der Klimaschutz, wenn man ihn technologieoffen betreibt, ein Arbeitsmarkt- und Innovationstreiber sein kann. Maßnahmen der vergangenen Legislaturperiode 1. Wir tragen den Klimaplan für Göttingen mit dem Ziel für 2030 mit. Maßnahmen der kommenden Legislaturperiode 1. Wir glauben, dass bei einer systematischen Umsetzung hier Chancen entstehen und neue Arbeitsfelder erschlossen werden. Betroffenen müssen Möglichkeiten  ..."
0;"Jeder Mensch sollte frei wählen können, mit welchem Verkehrsmittel er sich fortbewegt. Wer z.B. aus gesundheitlichen, zeitlichen, oder Praktikabilitätsgründen nicht den ÖPNV nutzen kann, muss ausreichend Parkplätze innenstadtnah vorfinden. Wer nur wenige Einkäufe zu transportieren hat, kann gerne auf das Fahrrad umsteigen. Wir sind der Meinung, dass das jeder für sich entscheiden muss. Maßnahmen der vergangenen Legislaturperiode 1. Wir haben Alternativrouten zum Radschnellweg erarbeitet. 2. W ..."
-1;"Derzeit bietet der ÖPNV eine unzureichende Alternative zum Individualverkehr. Die Busse fahren zu selten, sie erreichen nicht alle wichtigen Abschnitte, und sie hören abends mit dem Betrieb zu früh auf. Alle diese Bereiche sollten verbessert werden. Maßnahmen der vergangenen Legislaturperiode 1. Wir haben uns aktiv im Vorstand der GOEVB beteiligt. Maßnahmen der kommenden Legislaturperiode 1. Weiterhin in der Thematik konstruktive Vorschläge zur Umsetzung des oben genannten zu erarbeiten. "
-1;"Wir sind der Überzeugung, dass es sinnvoller ist, Anreize zu bieten um die Klimaziele zu erreichen. Starre Fördervorgaben für einzelne Technologien erscheint uns nicht zielführend, wir wünschen uns breitere Fördermöglichkeiten. Wir sind für einen breiten Wettbewerb, in dem sich die effektivsten Innovationen durchsetzen werden. Maßnahmen der kommenden Legislaturperiode 1. Wir werden uns projektbezogen mit den möglichen Rahmenbedingungen auseinandersetzen. "
1;"Freiwillige Anreize um die verursachten Immissionen zu reduzieren halten wir für den einzig richtigen Weg. Maßnahmen der kommenden Legislaturperiode 1. Anreize schaffen um die gesteckten Klimaziele zu erreichen. "
1;"Flächenversiegelung bzw. Entsiegelung von Flächen ist ein Hauptfaktor in der Reduzierung von Temperaturen sowie für den Erhalt von Biodiversität. Maßnahmen der kommenden Legislaturperiode 1. Entsiegelung von Flächen. "
1;"Wir streben eine Umsetzung der Standards der DGE auf freiwilliger Basis an."
1;"Wir streben eine Umsetzung der Standards der DGE auf freiwilliger Basis an."
1;"Wir streben eine Umsetzung der Standards der DGE auf freiwilliger Basis an."
1;"Wir streben eine Umsetzung der Standards der DGE auf freiwilliger Basis an."
1;"Angemessene Räumlichkeiten und eine angemessene Ausstattung sind wichtig
für Orte, an denen Menschen zum gesellschaftlichen Beisammensein
zusammenkommen. Weiterhin unterstützen wir sehr den Ausbau von Schulküchen,
Schulgärten, Schulwerkstätten u.ä., da dies den Kindern den Praxisbezug
vergegenwärtigt. Zudem ermöglicht es Ihnen haptisch zu lernen und das Gelernte
praktisch umzusetzen.Zur Zusatzfrage: Wir können uns vorstellen, dass dafür
personelle Ressourcen geschaffen werden könnten. Maßnahmen der vergangenen
Legislaturperiode 1. Wir haben uns für den Erhalt von Schulen, den Ausbau von
Schulen (z.B. des OHG) sowie den Anbau von Schulmensen in allen Bereichen des
kommunalpolitischen Wirkens eingesetzt. Maßnahmen der kommenden
Legislaturperiode 1. Die Ausweitung von Angeboten und qualitative Verbesserung
von schulischer Ausstattung werden wir weiterhin zu einer unserer
Hauptaufgaben machen. 2. Die nötigen Renovierungsarbeiten an Göttinger Schulen
vorantreiben. 3. Die benötigten Lernräume schaffen ..."
1;"Angemessene Räumlichkeiten und eine angemessene Ausstattung sind wichtig für Orte, an denen Menschen zum gesellschaftlichen Beisammensein zusammenkommen. Weiterhin unterstützen wir sehr den Ausbau von Schulküchen, Schulgärten, Schulwerkstätten u.ä., da dies den Kindern den Praxisbezug vergegenwärtigt. Zudem ermöglicht es Ihnen haptisch zu lernen und das Gelernte praktisch umzusetzen.Zur Zusatzfrage: Wir können uns vorstellen, dass dafür personelle Ressourcen geschaffen werden könnten. Maßnahm ..."
#
Partei_kurz:;"Linke"
Partei_lang:;"Die Linke Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://www.die-linke-goettingen.de/ "
Partei_Bild:;"data/Linke_Goettingen_Osterode.png"
1;"Es gibt zwei Wege zur schnellen Erreichung von Reduktionszielen: Finanzierung emissionsmindernder Maßnahmen in der Kommune durch Bundesmittel aus der Besteuerung von großem Reichtum. Oder der Einstieg in eine rasante Dekarbonisierung auf Basis von grünem Wasserstoff aus Nuklearenergie. Für uns kommt nur Ersteres in Frage. Maßnahmen der vergangenen Legislaturperiode 1.Einsatz für echte regenerativen Energien statt energet. Biomasseverwertung. 2.Einsatz für Transformation im Verkehr zugunsten d ..."
1;"Es besteht kein Widerspruch zwischen Arbeitsplatzsicherheit in Deutschland
und globalem Schutz vor Klimaveränderungen und ihren Folgen. Kosten für
Maßnahmen gegen den Klimawandel oder für die Anpassung an ihn dürfen nicht auf
die Beschäftigten abgewälzt werden, sondern haben die Unternehmensbesitzer zu
tragen. Maßnahmen der vergangenen Legislaturperiode 1. Wir haben in den
Ausschüssen stets den Interessen von Umwelt und Klima Vorrang gegenüber den
von Investoren eingeräumt. 2. Die Klimakrise ist eine zunehmend bedeutendere
Fluchtursache. Wir setzen uns für eine gute Aufnahme der Menschen und gegen
Abschiebungen ein. 3. Initiierung des interfrakt. Antrags Ein Kleinbus für La
Paz Centro zur Dialyse (in Nicaragua) Maßnahmen der kommenden
Legislaturperiode 1. Weiterentwicklung der Verpflichtungen für PV auf Dach und
Fassade sowie Dachbegrünung. 2. Mehr bezahlbare Wohnungen zur Verfügung
stellen, auch damit Migrant*innen nicht mehr in Massenunterkünften bleiben
müssen. 3. Zusammenarbeit mit La Paz Centro ..."
1;"Alle Maßnahmen müssen daran gemessen werden, ob es gelingt, den Gesamtenergieverbrauch und -emissionen für Herstellung und Betrieb von Verkehrsmitteln zu senken. Maßnahmen der vergangenen Legislaturperiode 1. Wir haben uns in den Ausschüssen stets dafür eingesetzt, den MIV aus der Innenstadt zu verdrängen. 2. Geplanter Besuch der Fraktion zur Fortbildung in Sachen Verkehrskonzepte in Leyden (Niederlande, war leider durch Corona nicht durchführbar) 3. Initiierung des interfraktionellen Antrags ..."
1;"Wir setzen darauf, dass die notwendigen Geldmengen bundespolitisch durch Umverteilung aus riesigen privaten Vermögen und Einkommen für einen gut ausgebauten und gebührenfreien ÖPNV demokratisch herbei geführt werden können. Die Klimakrise zeigt, dass die Zeit hierfür reif ist. Maßnahmen der vergangenen Legislaturperiode 1. Wir haben 2017 als einzige Fraktion gegen die Erhöhung von Buspreisen gestimmt. 2. Wir haben im Stadtrat schon 2014 gegen das neue Busliniennetz gestimmt, weil es eine Vers ..."
1;"Wir setzen bei der Windkraft auf kommunale Beteiligung und Bürgerwindräder Maßnahmen der vergangenen Legislaturperiode 1. Wir haben von Beginn an schon als einzige Fraktion im Stadtrat gegen Verhinderungsplanungen, die den Ausbau von SuedLink schwächten, gestimmt. 2. Wir haben uns bei städtebaulichen Verträgen für Solarverpflichtung ausgesprochen. Maßnahmen der kommenden Legislaturperiode 1. PV auf alle Gebäude, durch Beratung von Mietern (Smartmeter, Belohnung netzdienl. Verbrauchs) und Gewe ..."
1;"Viele Maßnahmen in Absprache mit Industrie sind denkbar: Einspeisung der Hallen-Abwärme in Fernwärmenetz für höhere Vorlauftemperatur. Anschluss an Fernwärmenetz, gerade in Verbindung mit einem Projekt tiefer Geothermie. Maßnahmen der vergangenen Legislaturperiode 1. In den Ausschüssen stets verpflichtende Solarinstallation unterstützt. Maßnahmen der kommenden Legislaturperiode 1. Beratungsoffensive für Gewerbegebäude, damit sie notwendige Maßnahmen ergreifen, damit PV keine Probleme mehr mit ..."
0;"Zwar wird stets abgewogen, bevor stadtnah Wohnbauland neu ausgewiesen wird. Gleichzeitig werden große Flächen für Gewerbe neu hergerichtet, während schon versiegelte Gewerbeflächen ungenutzt als Spekulationsobjekt in den Händen privater Eigner vor sich hinwesen . Es sind aber im Interesse einer lebenswerten Stadt neben der Innenverdichtung auch neue Wohnbauflächen in Maßen notwendig. Renaturierung ist ggf. im übrigen Landkreis möglich. Maßnahmen der vergangenen Legislaturperiode 1. Stets gege ..."
1;"Nachhaltige Ernährung ist ein wesentlicher Faktor für die Vermeidung von THG- Emissionen. Im Bildungssystem und in öffentlichen Einrichtungen werden hierfür Standards gesetzt. Finanzmittel müssen dafür mobilisiert werden. Maßnahmen der vergangenen Legislaturperiode 1. Ratsfraktion und Kreistagsfraktion hatten gemeinsam mit den Grünen die Einführung eines Veggie-Tags beantragt. Maßnahmen der kommenden Legislaturperiode 1. Ausbau regionaler Vermarktung wie z.B. Marktschwärmer . "
1;"Nachhaltige Ernährung ist ein wesentlicher Faktor für die Vermeidung von THG- Emissionen. Im Bildungssystem und in öffentlichen Einrichtungen werden hierfür Standards gesetzt. Finanzmittel müssen dafür mobilisiert werden. Maßnahmen der vergangenen Legislaturperiode 1. Ratsfraktion und Kreistagsfraktion hatten gemeinsam mit den Grünen die Einführung eines Veggie-Tags beantragt. Maßnahmen der kommenden Legislaturperiode 1. Ausbau regionaler Vermarktung wie z.B. Marktschwärmer . "
1;"Nachhaltige Ernährung ist ein wesentlicher Faktor für die Vermeidung von THG- Emissionen. Im Bildungssystem und in öffentlichen Einrichtungen werden hierfür Standards gesetzt. Finanzmittel müssen dafür mobilisiert werden. Maßnahmen der vergangenen Legislaturperiode 1. Ratsfraktion und Kreistagsfraktion hatten gemeinsam mit den Grünen die Einführung eines Veggie-Tags beantragt. Maßnahmen der kommenden Legislaturperiode 1. Ausbau regionaler Vermarktung wie z.B. Marktschwärmer . "
1;"Nachhaltige Ernährung ist ein wesentlicher Faktor für die Vermeidung von THG- Emissionen. Im Bildungssystem und in öffentlichen Einrichtungen werden hierfür Standards gesetzt. Finanzmittel müssen dafür mobilisiert werden. Maßnahmen der vergangenen Legislaturperiode 1. Ratsfraktion und Kreistagsfraktion hatten gemeinsam mit den Grünen die Einführung eines Veggie-Tags beantragt. Maßnahmen der kommenden Legislaturperiode 1. Ausbau regionaler Vermarktung wie z.B. Marktschwärmer . "
1;"Angesichts der klimapolitischen Bedeutung, darf das Fehlen finanzieller Mittel kein Argument sein, diese Maßnahmen nicht flächendeckend umzusetzen, daher stets Muss . Zur Zusatzfrage: Um den Konzentrationsprozessen in Lebensmittelverarbeitung und -handel auch in Stadt und Landkreis Göttingen etwas entgegenzusetzen, müssen Stadt und Landkreis umgehend mit den angekündigten Landesmitteln aus dem Niedersächsischen Weg hier vor Ort aktiv werden. Stadt und Landkreis sollen jeweils eine Stelle hier ..."
1;"Angesichts der klimapolitischen Bedeutung, darf das Fehlen finanzieller Mittel kein Argument sein, diese Maßnahmen nicht flächendeckend umzusetzen, daher stets Muss . Zur Zusatzfrage: Um den Konzentrationsprozessen in Lebensmittelverarbeitung und -handel auch in Stadt und Landkreis Göttingen etwas entgegenzusetzen, müssen Stadt und Landkreis umgehend mit den angekündigten Landesmitteln aus dem Niedersächsischen Weg hier vor Ort aktiv werden. Stadt und Landkreis sollen jeweils eine Stelle hier ..."
#
Partei_kurz:;"SPD"
Partei_lang:;"Sozialdemokratische Partei Deutschlands Göttingen"
Partei_Beschreibung:;""
Partei_URL:;"https://spd-goettingen.de/"
Partei_Bild:;"data/SPD_Goe.png"
-1;"Keine der 5 Möglichkeiten, sondern 65% bis 2030, 88% bis 2040 und 100% bis 2045 (Antrag der SPD im Umweltausschuss). Maßnahmen der vergangenen Legislaturperiode 1. Biowärmezentrum der Stadtwerke 2. Elektrifizierung ÖPNV 3. Energetische Sanierung öffentlicher Gebäude Maßnahmen der kommenden Legislaturperiode 1. Weiterer Ausbau erneuerbarer Energien (PV, Fernwärme, Solarparks) 2. Weitere energetische Sanierung städtischer Gebäude 3. Stärkung/Ausbau ÖPNV und Radverkehr, Erprobung P&R "
1;"Wir halten A-D für richtig und machen uns insbesondere dafür stark, dass der Klimaschutz sozial gerecht und verträglich gestaltet wird, so dass Strom, Wärme und Mobilität auch morgen noch für Menschen mit kleinem Geldbeutel bezahlbar sind. Maßnahmen der vergangenen Legislaturperiode 1. Nicht zuletzt auf Betreiben der SPD wurde der Masterplan 100% Klimaschutz entwickelt, der eine Bestandsaufnahme des Energiebedarfs und der Emissionen, Ziel und konkrete Maßnahmen vorsieht. 2. Verkehrsentwicklun ..."
1;"Für eine wirkungsvolle Verkehrswende und um den Umstieg vom Auto auf den Bus zu fördern, muss der Bus das komfortabelste, schnellste und günstigste Verkehrsmittel werden. Wir machen keine Verbotspolitik. Es wird also weiter möglich sein, das eigene Auto zu nutzen. Wir wollen aber unschlagbare Anreize zum Umstieg schaffen. Maßnahmen der vergangenen Legislaturperiode 1. Einführung einer gemeinsamen Verkehrsplanung mit dem ZVSN, 5 E Ticket, Luftlinienticket, Sozialticket 2. Ausbau des E-Radschne ..."
-1;"Der jährliche Zuschussbedarf für den ÖPNV liegt zurzeit bei 10 Mio. € und wird durch die Elektrifizierung auf 12 Mio. € anwachsen. Hinzu kommt die erforderliche Finanzierung des Busbetriebshofes. Angesichts der aktuellen Haushaltssituation müssen für den Ausbau des ÖPNV Fördermittel von Bund und Land eingeworben werden. Wir können uns eine bundesweite Mobilitätsabgabe vorstellen. Maßnahmen der vergangenen Legislaturperiode 1.Beginn der Elektrifizierung des Busflotte durch Anschaffung von Bus ..."
